Player,Pokémon,Sim_Score,#,HP,Attack,Defense,Sp. Attack,Sp. Defense,Speed,HP_scale,Attack_scale,Defense_scale,Sp. Attack_scale,Sp. Defense_scale,Speed_scale,TOI_GP,xEVO_GAR,xEVD_GAR,xPPO_GAR,xSHD_GAR,Pens_GAR,TOI_GP_scale,xEVO_GAR_scale,xEVD_GAR_scale,xPPO_GAR_scale,xSHD_GAR_scale,Pens_GAR_scale
David Perron,Qwilfish,52.5,211,65,95,75,55,55,85,0.549800797,0.820717131,0.631474104,0.388446215,0.344621514,0.731075697,16.91829268,9.4,0.9,-1.5,0,0.5,0.623668639,0.91183432,0.60887574,0.030769231,0.463905325,0.595266272
David Savard,Wigglytuff,35.7,40,140,70,45,75,50,45,0.984063745,0.501992032,0.211155378,0.647410359,0.272908367,0.260956175,22.38387097,2.8,-2.5,0,-4.7,0.6,0.953846154,0.678106509,0.132544379,0.461538462,0.002366864,0.638461538
Dawson Mercer,Weepinbell,61.5,70,65,90,50,85,45,55,0.549800797,0.770916335,0.28685259,0.752988048,0.195219124,0.38247012,16.56097561,8.1,0.8,0.6,-0.8,-0.3,0.585798817,0.872189349,0.593491124,0.75739645,0.138461538,0.253254438
Denis Gurianov,Skiploom,74.7,188,55,45,50,45,65,80,0.358565737,0.173306773,0.28685259,0.274900398,0.488047809,0.671314741,13.19545455,-5.7,-2.2,-0.4,0,0.6,0.295857988,0.008284024,0.159763314,0.138461538,0.463905325,0.638461538
Denis Malgin,Kingler,49,99,55,130,115,50,50,75,0.358565737,0.980079681,0.940239044,0.336653386,0.272908367,0.625498008,10.90153846,6.8,2.2,-0.8,0,0.6,0.130177515,0.85443787,0.79112426,0.073964497,0.463905325,0.638461538
Dennis Gilbert,Wartortle,66,8,59,63,80,65,80,58,0.402390438,0.392430279,0.709163347,0.539840637,0.699203187,0.420318725,11.73913043,1,1.5,0,0.1,0.5,0.182248521,0.527218935,0.718343195,0.461538462,0.678698225,0.595266272
Derek Forbort,Noctowl,62.1,164,100,50,50,76,96,70,0.922310757,0.249003984,0.28685259,0.663346614,0.864541833,0.573705179,17.71481481,-1.1,-0.2,0,2,0.2,0.699408284,0.21183432,0.398224852,0.461538462,0.962721893,0.480473373
Derek Grant,Nidoran (F),88.2,29,55,47,52,40,40,41,0.358565737,0.203187251,0.322709163,0.199203187,0.133466135,0.217131474,14.84565217,-0.8,-0.6,-0.2,-0.6,-1,0.435502959,0.258579882,0.332544379,0.18816568,0.168047337,0.088757396
Derek Ryan,Graveler,61.3,75,55,95,115,45,45,35,0.358565737,0.820717131,0.940239044,0.274900398,0.195219124,0.139442231,11.16625,5.6,5.7,-0.1,0,-1.1,0.140828402,0.815976331,0.971597633,0.237869822,0.463905325,0.072781065
Derek Stepan,Kabuto,73.7,140,30,80,90,55,45,55,0.041832669,0.625498008,0.800796813,0.388446215,0.195219124,0.38247012,9.080821918,1.4,0.8,0,-0.6,0.3,0.034319527,0.568047337,0.593491124,0.461538462,0.168047337,0.520710059
Derick Brassard,Gloom,49.5,44,60,65,70,85,75,40,0.446215139,0.446215139,0.571713147,0.752988048,0.623505976,0.187250996,12.18064516,3.4,-0.2,2.6,0.2,-0.8,0.222485207,0.721301775,0.398224852,0.89112426,0.739053254,0.120118343
Derrick Pouliot,Porygon,75.1,137,65,60,70,85,75,40,0.549800797,0.356573705,0.571713147,0.752988048,0.623505976,0.187250996,16.95,0.5,1.1,0.1,0,-0.2,0.624852071,0.467455621,0.644970414,0.673372781,0.463905325,0.293491124
Devin Shore,Staryu,73.3,120,30,45,55,70,55,85,0.041832669,0.173306773,0.356573705,0.603585657,0.344621514,0.731075697,8.965957447,-2.1,-2.1,0,0,0.9,0.029585799,0.123076923,0.166863905,0.461538462,0.463905325,0.732544379
Devon Toews,Lugia,80.5,249,106,90,130,90,154,110,0.956175299,0.770916335,0.974103586,0.796812749,0.994023904,0.948207171,25.10625,5.1,8.1,0.3,0.4,2.5,0.991715976,0.795857988,0.989940828,0.717751479,0.795266272,0.947928994
Dillon Dube,Beedrill,55.7,15,65,80,40,45,80,75,0.549800797,0.625498008,0.153386454,0.274900398,0.699203187,0.625498008,15.16707317,1.2,-4.7,-1.1,2.5,0.7,0.462721893,0.54852071,0.06035503,0.049112426,0.981656805,0.681656805
Dmitry Kulikov,Jigglypuff,70,39,115,45,20,45,25,20,0.966135458,0.173306773,0.027888446,0.274900398,0.03187251,0.035856574,19.47462687,-3.4,-2.2,0,-2.6,-1.2,0.823668639,0.059171598,0.159763314,0.461538462,0.036686391,0.061538462
Dmitry Orlov,Qwilfish,44.8,211,65,95,75,55,55,85,0.549800797,0.820717131,0.631474104,0.388446215,0.344621514,0.731075697,22.54393939,8.5,1.1,0,-0.9,0.9,0.956213018,0.883431953,0.644970414,0.461538462,0.123668639,0.732544379
Dominik Kubalik,Charmeleon,71.7,5,58,64,58,80,65,80,0.396414343,0.40438247,0.40438247,0.695219124,0.488047809,0.671314741,14.91358025,0.8,-1.5,0.6,0,1.4,0.439053254,0.505325444,0.210650888,0.75739645,0.463905325,0.830769231
Dougie Hamilton,Octillery,55.5,224,75,105,75,105,75,45,0.685258964,0.894422311,0.631474104,0.914342629,0.623505976,0.260956175,21.75609756,13.1,0.6,7.1,0,-1.6,0.934911243,0.955029586,0.555621302,0.989349112,0.463905325,0.027810651
Drake Batherson,Butterfree,48,12,60,45,50,80,80,70,0.446215139,0.173306773,0.28685259,0.695219124,0.699203187,0.573705179,18.60609756,-4.2,-0.7,6.4,0.1,0.4,0.758579882,0.030177515,0.315976331,0.982840237,0.678698225,0.556213018
Drew Doughty,Suicune,69.1,245,100,75,115,90,115,85,0.922310757,0.555776892,0.940239044,0.796812749,0.962151394,0.731075697,26.22222222,-0.1,3.7,2,1.1,2.1,0.998816568,0.371005917,0.901775148,0.869822485,0.889349112,0.925443787
Drew O'Connor,Farfetch'd,47.5,83,52,65,55,58,62,60,0.322709163,0.446215139,0.356573705,0.418326693,0.434262948,0.446215139,9.815217391,0.9,0.1,0,0.3,0,0.056804734,0.518343195,0.463313609,0.461538462,0.771005917,0.392307692
Dryden Hunt,Squirtle,59.2,7,44,48,65,50,64,43,0.19123506,0.211155378,0.503984064,0.336653386,0.442231076,0.229083665,8.072972973,-1,1.2,0,0,0.2,0.014201183,0.231360947,0.666272189,0.461538462,0.463905325,0.480473373
Dylan Coghlan,Charmeleon,74,5,58,64,58,80,65,80,0.396414343,0.40438247,0.40438247,0.695219124,0.488047809,0.671314741,12.72352941,0.4,1,0.1,0,0.7,0.263905325,0.452071006,0.626627219,0.673372781,0.463905325,0.681656805
Dylan Cozens,Murkrow,25.3,198,60,85,42,85,42,91,0.446215139,0.729083665,0.175298805,0.752988048,0.15936255,0.822709163,16.4962963,15.2,-3.3,-0.1,-3.4,1.8,0.578698225,0.973372781,0.1,0.237869822,0.014792899,0.89112426
Dylan Demelo,Exeggcute,39.2,102,60,40,80,60,45,40,0.446215139,0.12749004,0.709163347,0.458167331,0.195219124,0.187250996,19.56266667,-2.5,6.5,0,-0.5,0,0.829585799,0.099408284,0.978698225,0.461538462,0.180473373,0.392307692
Dylan Gambrell,Drowzee,49,96,60,48,45,43,90,42,0.446215139,0.211155378,0.211155378,0.243027888,0.812749004,0.22310757,11.38833333,-2.6,-1,0,2.5,-1,0.155029586,0.092307692,0.266272189,0.461538462,0.981656805,0.088757396
Dylan Guenther,Oddish,67.9,43,45,50,55,75,65,30,0.217131474,0.249003984,0.356573705,0.647410359,0.488047809,0.085657371,13.11212121,-2.7,-1.5,1.6,0,-0.7,0.292307692,0.085798817,0.210650888,0.84260355,0.463905325,0.139053254
Dylan Holloway,Staryu,81.7,120,30,45,55,70,55,85,0.041832669,0.173306773,0.356573705,0.603585657,0.344621514,0.731075697,9.58627451,-1.5,-0.7,0.2,0,0.5,0.04852071,0.170414201,0.315976331,0.70295858,0.463905325,0.595266272
Dylan Larkin,Victreebel,49.5,71,80,105,65,100,60,70,0.747011952,0.894422311,0.503984064,0.878486056,0.410358566,0.573705179,19.555,3,0.3,8,-0.6,1.5,0.827218935,0.692307692,0.493491124,0.991715976,0.168047337,0.84556213
Dylan McIlrath,Farfetch'd,84.4,83,52,65,55,58,62,60,0.322709163,0.446215139,0.356573705,0.418326693,0.434262948,0.446215139,11.68333333,0.3,-0.7,0,0,-0.1,0.177514793,0.437278107,0.315976331,0.461538462,0.463905325,0.340828402
Dylan Samberg,Blastoise,53,9,79,83,100,85,105,78,0.721115538,0.687250996,0.876494024,0.752988048,0.924302789,0.647410359,14.92698413,2.4,4.6,0,1.8,0.7,0.440236686,0.646153846,0.940236686,0.461538462,0.952071006,0.681656805
Dylan Strome,Machoke,67.5,67,80,100,70,50,60,45,0.747011952,0.860557769,0.571713147,0.336653386,0.410358566,0.260956175,16.68765432,10.8,0.6,-0.3,0,-1.1,0.601183432,0.936094675,0.555621302,0.159763314,0.463905325,0.072781065
Dysin Mayo,Horsea,65.2,116,30,40,70,70,25,60,0.041832669,0.12749004,0.571713147,0.603585657,0.03187251,0.446215139,11.7,-1.4,1.2,0,-0.2,0.4,0.179881657,0.184023669,0.666272189,0.461538462,0.241420118,0.556213018
Eeli Tolvanen,Octillery,46.2,224,75,105,75,105,75,45,0.685258964,0.894422311,0.631474104,0.914342629,0.623505976,0.260956175,14.51639344,7.1,1.2,2,-0.1,-0.5,0.401183432,0.859763314,0.666272189,0.869822485,0.271597633,0.18816568
Eetu Luostarinen,Cloyster,67.5,91,50,95,180,85,45,70,0.28685259,0.820717131,0.992031873,0.752988048,0.195219124,0.573705179,15.98536585,7.7,3.3,0.9,-0.9,0.1,0.525443787,0.866272189,0.879289941,0.79408284,0.123668639,0.437278107
Egor Afanasyev,Staryu,75.6,120,30,45,55,70,55,85,0.041832669,0.173306773,0.356573705,0.603585657,0.344621514,0.731075697,10.84705882,-1.2,-0.1,0,0,0.5,0.125443787,0.198816568,0.418343195,0.461538462,0.463905325,0.595266272
Egor Zamula,Farfetch'd,75.4,83,52,65,55,58,62,60,0.322709163,0.446215139,0.356573705,0.418326693,0.434262948,0.446215139,13.38571429,-0.7,0.5,0,0,0.2,0.315976331,0.275739645,0.535502959,0.461538462,0.463905325,0.480473373
Elias Lindholm,Jynx,60.9,124,65,50,35,115,95,95,0.549800797,0.249003984,0.099601594,0.956175299,0.844621514,0.848605578,18.65625,0.8,-2.3,4.4,0.8,0.9,0.764497041,0.505325444,0.15147929,0.956213018,0.859171598,0.732544379
Elias Pettersson,Entei,25,244,115,115,85,90,75,100,0.966135458,0.938247012,0.762948207,0.796812749,0.623505976,0.896414343,20.555,13.5,3.9,0.3,-2.1,6.1,0.889940828,0.96035503,0.91183432,0.717751479,0.047928994,0.998816568
Elliot Desnoyers,Farfetch'd,87.7,83,52,65,55,58,62,60,0.322709163,0.446215139,0.356573705,0.418326693,0.434262948,0.446215139,13.375,-0.5,-0.1,0,0,0.2,0.312426036,0.303550296,0.418343195,0.461538462,0.463905325,0.480473373
Elmer Soderblom,Goldeen,53.9,118,45,67,60,35,50,63,0.217131474,0.482071713,0.43625498,0.119521912,0.272908367,0.474103586,12.07142857,2.9,1.4,-0.3,0,-0.1,0.207100592,0.683431953,0.701183432,0.159763314,0.463905325,0.340828402
Emil Bemstrom,Charmeleon,67.4,5,58,64,58,80,65,80,0.396414343,0.40438247,0.40438247,0.695219124,0.488047809,0.671314741,12.10909091,-1.1,0.4,0.7,0,1,0.21183432,0.21183432,0.513017751,0.771597633,0.463905325,0.761538462
Eric Robinson,Magby,74.8,240,45,75,37,70,55,83,0.217131474,0.555776892,0.125498008,0.603585657,0.344621514,0.697211155,13.94861111,1.6,-2.8,0,0,1.3,0.352662722,0.579881657,0.118343195,0.461538462,0.463905325,0.814792899
Eric Staal,Teddiursa,42.5,216,60,80,50,50,50,40,0.446215139,0.625498008,0.28685259,0.336653386,0.272908367,0.187250996,14.2375,6.1,-1.9,-0.1,0.1,-0.8,0.381065089,0.834319527,0.175739645,0.237869822,0.678698225,0.120118343
Erik Brannstrom,Cloyster,62.1,91,50,95,180,85,45,70,0.28685259,0.820717131,0.992031873,0.752988048,0.195219124,0.573705179,16.11351351,3.6,5.6,0.2,-0.9,1.1,0.534911243,0.727810651,0.968639053,0.70295858,0.123668639,0.782840237
Erik Cernak,Tangela,22.8,114,65,55,115,100,40,60,0.549800797,0.304780876,0.940239044,0.878486056,0.133466135,0.446215139,19.24428571,-3.5,3.8,0,-3.2,0.9,0.801183432,0.05443787,0.906508876,0.461538462,0.020710059,0.732544379
Erik Gudbranson,Jigglypuff,61.9,39,115,45,20,45,25,20,0.966135458,0.173306773,0.027888446,0.274900398,0.03187251,0.035856574,21.29857143,-7.9,-7.9,0,-0.3,-0.5,0.921893491,0.001183432,0.013017751,0.461538462,0.214792899,0.18816568
Erik Gustafsson (D),Kangaskhan,77.6,115,105,95,80,40,80,90,0.944223108,0.820717131,0.709163347,0.199203187,0.699203187,0.792828685,19.77285714,6.9,3.2,-0.8,0.1,1.5,0.840236686,0.855621302,0.872189349,0.073964497,0.678698225,0.84556213
Erik Haula,Lickitung,40.8,108,90,55,75,60,75,30,0.834661355,0.304780876,0.631474104,0.458167331,0.623505976,0.085657371,16.63125,-0.2,1.2,-0.6,0.9,-2,0.596449704,0.346745562,0.666272189,0.104142012,0.868639053,0.010650888
Erik Johnson,Chinchou,60.5,170,75,38,38,56,56,67,0.685258964,0.107569721,0.131474104,0.414342629,0.384462151,0.529880478,17.25396825,-4.5,-2.1,0,-2.4,0.3,0.655621302,0.023668639,0.166863905,0.461538462,0.03964497,0.520710059
Erik Karlsson,Houndoom,41.5,229,75,90,50,110,80,95,0.685258964,0.770916335,0.28685259,0.938247012,0.699203187,0.848605578,25.62439024,23.9,-5.7,5.2,0.8,2.4,0.995266272,0.995266272,0.034319527,0.970414201,0.859171598,0.943786982
Esa Lindell,Meganium,60.7,154,80,82,100,83,100,80,0.747011952,0.675298805,0.876494024,0.725099602,0.892430279,0.671314741,19.91707317,2.8,5.3,0,1.5,1.7,0.850887574,0.678106509,0.96035503,0.461538462,0.927218935,0.873964497
Ethan Bear,Poliwhirl,36.5,61,65,65,65,50,50,90,0.549800797,0.446215139,0.503984064,0.336653386,0.272908367,0.792828685,18.52786885,0.3,4.6,0,-1.3,1.1,0.749112426,0.437278107,0.940236686,0.461538462,0.080473373,0.782840237
Evan Bouchard,Kingdra,92.3,230,75,95,95,95,95,85,0.685258964,0.820717131,0.834661355,0.832669323,0.844621514,0.731075697,18.51585366,6.2,3.5,3,0.4,0.7,0.747928994,0.838461538,0.892899408,0.90887574,0.795266272,0.681656805
Evan Rodrigues,Seadra,47.5,117,55,65,95,95,45,85,0.358565737,0.446215139,0.834661355,0.832669323,0.195219124,0.731075697,17.86231884,2.6,5.3,3.5,-1.2,0.8,0.710059172,0.66035503,0.96035503,0.926627219,0.088757396,0.707692308
Evander Kane,Grimer,69.8,88,80,80,50,40,50,25,0.747011952,0.625498008,0.28685259,0.199203187,0.272908367,0.051792829,18.70243902,1.7,-3.3,-0.7,0,-1,0.768047337,0.59112426,0.1,0.087573964,0.463905325,0.088757396
Evgeni Malkin,Victreebel,63.2,71,80,105,65,100,60,70,0.747011952,0.894422311,0.503984064,0.878486056,0.410358566,0.573705179,18.5804878,8.7,-1.3,4.2,0,0,0.756213018,0.889940828,0.228402367,0.949704142,0.463905325,0.392307692
Evgeny Dadonov,Weepinbell,83.1,70,65,90,50,85,45,55,0.549800797,0.770916335,0.28685259,0.752988048,0.195219124,0.38247012,14.72328767,3,-1.2,0.2,-1.2,0.1,0.426035503,0.692307692,0.243195266,0.70295858,0.088757396,0.437278107
Evgeny Kuznetsov,Chansey,45,113,250,5,5,35,105,50,0.996015936,0.003984064,0.003984064,0.119521912,0.924302789,0.324701195,18.06049383,-3.6,-7.2,-2.4,0.2,-2,0.723076923,0.050295858,0.018934911,0.008284024,0.739053254,0.010650888
Evgeny Svechnikov,Ekans,76.9,23,35,60,44,40,54,55,0.081673307,0.356573705,0.187250996,0.199203187,0.306772908,0.38247012,10.74745763,0.6,-0.7,-0.2,0,-0.1,0.115976331,0.481656805,0.315976331,0.18816568,0.463905325,0.340828402
Fabian Zetterlund,Skiploom,75.5,188,55,45,50,45,65,80,0.358565737,0.173306773,0.28685259,0.274900398,0.488047809,0.671314741,13.25671642,-3.3,-2.9,-0.4,0,0.6,0.30295858,0.063313609,0.115976331,0.138461538,0.463905325,0.638461538
Filip Chytil,Sneasel,77.5,215,55,95,55,35,75,115,0.358565737,0.820717131,0.356573705,0.119521912,0.623505976,0.966135458,14.68378378,5.8,-0.4,-0.6,0,1.2,0.421301775,0.823076923,0.359763314,0.104142012,0.463905325,0.798816568
Filip Forsberg,Sneasel,58.9,215,55,95,55,35,75,115,0.358565737,0.820717131,0.356573705,0.119521912,0.623505976,0.966135458,17.458,8,-0.5,-1.3,0,2,0.676923077,0.869822485,0.346153846,0.037869822,0.463905325,0.914792899
Filip Hronek,Suicune,58.2,245,100,75,115,90,115,85,0.922310757,0.555776892,0.940239044,0.796812749,0.962151394,0.731075697,21.6984375,-0.7,1.9,5.1,3,0.7,0.931360947,0.275739645,0.762721893,0.967455621,0.99408284,0.681656805
Filip Roos,Dragonair,75.3,148,61,84,65,70,70,70,0.492031873,0.699203187,0.503984064,0.603585657,0.565737052,0.573705179,16.22352941,1,1,0.1,0.1,0.5,0.54556213,0.527218935,0.626627219,0.673372781,0.678698225,0.595266272
Filip Zadina,Goldeen,58.6,118,45,67,60,35,50,63,0.217131474,0.482071713,0.43625498,0.119521912,0.272908367,0.474103586,13.09666667,0.9,1.6,-0.3,0,0,0.29112426,0.518343195,0.733727811,0.159763314,0.463905325,0.392307692
Frank Vatrano,Growlithe,52.5,58,55,70,45,70,50,60,0.358565737,0.501992032,0.211155378,0.603585657,0.272908367,0.446215139,16.67654321,0.2,-7.3,0.9,-1.3,0.1,0.598816568,0.421893491,0.017751479,0.79408284,0.080473373,0.437278107
Frederick Gaudreau,Yanma,55.7,193,65,65,45,75,45,95,0.549800797,0.446215139,0.211155378,0.647410359,0.195219124,0.848605578,16.04268293,-1.9,-1.4,2,-1.1,1.2,0.532544379,0.138461538,0.219526627,0.869822485,0.099408284,0.798816568
Fredrik Olofsson,Chikorita,59.3,152,45,49,65,49,65,45,0.217131474,0.221115538,0.503984064,0.306772908,0.488047809,0.260956175,10.20357143,-1,1.5,0,0,0.2,0.084023669,0.231360947,0.718343195,0.461538462,0.463905325,0.480473373
Gabriel Carlsson,Farfetch'd,83.1,83,52,65,55,58,62,60,0.322709163,0.446215139,0.356573705,0.418326693,0.434262948,0.446215139,13.76666667,-0.8,-0.7,0,0,0.1,0.343195266,0.258579882,0.315976331,0.461538462,0.463905325,0.437278107
Gabriel Vilardi,Kabutops,50.8,141,60,115,105,65,70,80,0.446215139,0.938247012,0.90438247,0.539840637,0.565737052,0.671314741,15.6031746,8.7,4.4,1,0,3.7,0.492307692,0.889940828,0.928402367,0.806508876,0.463905325,0.984615385
Garnet Hathaway,Arbok,51.3,24,60,85,69,65,79,80,0.446215139,0.729083665,0.537848606,0.539840637,0.653386454,0.671314741,11.7952381,7.1,1.2,0,0.5,1.8,0.185798817,0.859763314,0.666272189,0.461538462,0.815384615,0.89112426
Gavin Bayreuther,Nidorino,77.1,33,61,72,57,55,55,65,0.492031873,0.523904382,0.390438247,0.388446215,0.344621514,0.5,15.94705882,0.1,-0.4,0,-0.5,0,0.521893491,0.408284024,0.359763314,0.461538462,0.180473373,0.392307692
Givani Smith,Bulbasaur,75.7,1,45,49,49,65,65,45,0.217131474,0.221115538,0.250996016,0.539840637,0.488047809,0.260956175,7.013888889,-1.4,-1,0,0,-0.6,0.003550296,0.184023669,0.266272189,0.461538462,0.463905325,0.160946746
Grigori Denisenko,Squirtle,75.1,7,44,48,65,50,64,43,0.19123506,0.211155378,0.503984064,0.336653386,0.442231076,0.229083665,9.888888889,-2.9,0.5,0,0,-0.1,0.06035503,0.071597633,0.535502959,0.461538462,0.463905325,0.340828402
Guillaume Brisebois,Pupitar,59.6,247,70,84,70,65,70,51,0.625498008,0.699203187,0.571713147,0.539840637,0.565737052,0.354581673,16.54117647,1,0,0,0.5,-0.4,0.581065089,0.527218935,0.441420118,0.461538462,0.815384615,0.219526627
Gustav Forsling,Machoke,55.2,67,80,100,70,50,60,45,0.747011952,0.860557769,0.571713147,0.336653386,0.410358566,0.260956175,23.43536585,9.8,0.1,-0.1,-0.9,-0.4,0.970414201,0.921893491,0.463313609,0.237869822,0.123668639,0.219526627
Gustav Lindstrom,Bulbasaur,74.7,1,45,49,49,65,65,45,0.217131474,0.221115538,0.250996016,0.539840637,0.488047809,0.260956175,14.16944444,-1.4,-1.5,0,0,-1.1,0.366863905,0.184023669,0.210650888,0.461538462,0.463905325,0.072781065
Gustav Nyquist,Machop,95.9,66,70,80,50,35,35,35,0.625498008,0.625498008,0.28685259,0.119521912,0.091633466,0.139442231,17.61960784,2.2,-0.9,-1.1,-1.3,-0.5,0.692307692,0.630177515,0.279881657,0.049112426,0.080473373,0.18816568
Hampus Lindholm,Muk,36.3,89,105,105,75,65,100,50,0.944223108,0.894422311,0.631474104,0.539840637,0.892430279,0.324701195,23.1825,7.6,5.5,-0.2,2,-0.8,0.964497041,0.865088757,0.966272189,0.18816568,0.962721893,0.120118343
Haydn Fleury,Voltorb,47.5,100,40,30,50,55,55,100,0.151394422,0.061752988,0.28685259,0.388446215,0.344621514,0.896414343,12.79310345,-3.7,1.3,0,-0.3,1.2,0.267455621,0.04556213,0.686982249,0.461538462,0.214792899,0.798816568
Henri Jokiharju,Phanpy,83.4,231,90,60,60,40,40,40,0.834661355,0.356573705,0.43625498,0.199203187,0.133466135,0.187250996,21.025,0.8,-0.6,-0.2,-0.7,-0.4,0.905325444,0.505325444,0.332544379,0.18816568,0.153254438,0.219526627
Henry Thrun,Nidorina,69.1,30,70,62,67,55,55,56,0.625498008,0.38247012,0.533864542,0.388446215,0.344621514,0.412350598,19.8625,0,0,0,0,0.3,0.849704142,0.390532544,0.441420118,0.461538462,0.463905325,0.520710059
Hudson Fasching,Qwilfish,55.7,211,65,95,75,55,55,85,0.549800797,0.820717131,0.631474104,0.388446215,0.344621514,0.731075697,12.48163265,5.5,1.1,-0.2,0,0.6,0.244970414,0.811242604,0.644970414,0.18816568,0.463905325,0.638461538
Hunter McKown,Chikorita,84.1,152,45,49,65,49,65,45,0.217131474,0.221115538,0.503984064,0.306772908,0.488047809,0.260956175,12.225,-0.9,-0.4,-0.2,0,-0.2,0.228402367,0.247337278,0.359763314,0.18816568,0.463905325,0.293491124
Ian Cole,Lickitung,40.1,108,90,55,75,60,75,30,0.834661355,0.304780876,0.631474104,0.458167331,0.623505976,0.085657371,19.38717949,-1.6,8.3,0,1.6,-2.1,0.817159763,0.159763314,0.992899408,0.461538462,0.936686391,0.007100592
Ian Mitchell,Hoothoot,73.6,163,60,30,30,36,56,50,0.446215139,0.061752988,0.055776892,0.155378486,0.384462151,0.324701195,15.84,-0.7,-7.9,-0.4,0,0.1,0.517159763,0.275739645,0.013017751,0.138461538,0.463905325,0.437278107
Ilya Lyubushkin,Mareep,82.6,179,55,40,40,65,45,35,0.358565737,0.12749004,0.153386454,0.539840637,0.195219124,0.139442231,15.00882353,-2,-1.9,0,-2.7,-0.7,0.449704142,0.129585799,0.175739645,0.461538462,0.031952663,0.139053254
Ilya Mikheyev,Raichu,80.6,26,60,90,55,90,80,100,0.446215139,0.770916335,0.356573705,0.796812749,0.699203187,0.896414343,16.91304348,4.6,-0.4,0.1,0.1,2.1,0.622485207,0.776331361,0.359763314,0.673372781,0.678698225,0.925443787
Isaak Phillips,Pidgeotto,82.8,17,63,60,55,50,50,71,0.498007968,0.356573705,0.356573705,0.336653386,0.272908367,0.609561753,15.4625,0,-1.6,0,-0.1,0.5,0.482840237,0.390532544,0.201775148,0.461538462,0.271597633,0.595266272
Isac Lundestrom,Skiploom,74.2,188,55,45,50,45,65,80,0.358565737,0.173306773,0.28685259,0.274900398,0.488047809,0.671314741,14.33442623,-2.9,-0.9,-0.1,0.1,1.3,0.390532544,0.071597633,0.279881657,0.237869822,0.678698225,0.814792899
Ivan Barbashev,Beedrill,49.8,15,65,80,40,45,80,75,0.549800797,0.625498008,0.153386454,0.274900398,0.699203187,0.625498008,16.76219512,6.6,-4.5,-0.9,1.1,1.5,0.60591716,0.850295858,0.063905325,0.062721893,0.889349112,0.84556213
Ivan Provorov,Furret,37,162,85,76,64,45,55,90,0.788844622,0.583665339,0.472111554,0.274900398,0.344621514,0.792828685,23.02317073,-1,0.5,-0.6,-2,1.6,0.962130178,0.231360947,0.535502959,0.104142012,0.049704142,0.859171598
J.T. Compher,Exeggutor,33.2,103,95,95,85,125,65,55,0.890438247,0.820717131,0.762948207,0.980079681,0.488047809,0.38247012,20.5402439,4.9,3.8,1.4,-3.2,0.5,0.888757396,0.78816568,0.906508876,0.829585799,0.020710059,0.595266272
J.T. Miller,Victreebel,39.9,71,80,105,65,100,60,70,0.747011952,0.894422311,0.503984064,0.878486056,0.410358566,0.573705179,20.67901235,3.3,-0.9,3,-2.6,0.7,0.898224852,0.715384615,0.279881657,0.90887574,0.036686391,0.681656805
Jaccob Slavin,Lugia,63.5,249,106,90,130,90,154,110,0.956175299,0.770916335,0.974103586,0.796812749,0.994023904,0.948207171,21.99736842,3.3,5.8,0,2.9,2.6,0.944378698,0.715384615,0.973964497,0.461538462,0.991715976,0.955029586
Jack Drury,Cubone,73.5,104,50,50,95,40,50,35,0.28685259,0.249003984,0.834661355,0.199203187,0.272908367,0.139442231,10.78421053,-0.9,3,-0.1,0,-0.4,0.121893491,0.247337278,0.860946746,0.237869822,0.463905325,0.219526627
Jack Eichel,Tauros,45.4,128,75,100,95,40,70,110,0.685258964,0.860557769,0.834661355,0.199203187,0.565737052,0.948207171,18.76716418,13.9,1.5,-2.6,-0.5,2.8,0.772781065,0.969230769,0.718343195,0.00591716,0.180473373,0.966272189
Jack Hughes,Arcanine,78.3,59,90,110,80,100,80,95,0.834661355,0.922310757,0.709163347,0.878486056,0.699203187,0.848605578,19.96153846,13.8,0.5,2.5,0.1,4.8,0.85443787,0.967455621,0.535502959,0.885207101,0.678698225,0.99704142
Jack Johnson,Chinchou,53.1,170,75,38,38,56,56,67,0.685258964,0.107569721,0.131474104,0.414342629,0.384462151,0.529880478,19.14096386,-6.8,-1.6,0,-0.5,1.5,0.795266272,0.003550296,0.201775148,0.461538462,0.180473373,0.84556213
Jack McBain,Snubbull,89,209,60,80,50,40,40,30,0.446215139,0.625498008,0.28685259,0.199203187,0.133466135,0.085657371,13.98170732,1.7,-1.8,-0.2,-0.7,-1.9,0.355029586,0.59112426,0.186390533,0.18816568,0.153254438,0.015384615
Jack Quinn,Qwilfish,43.6,211,65,95,75,55,55,85,0.549800797,0.820717131,0.631474104,0.388446215,0.344621514,0.731075697,13.84666667,5.9,0.7,-1.6,-0.4,2,0.347928994,0.827810651,0.575147929,0.026627219,0.192899408,0.914792899
Jack Rathbone,Charmeleon,91.2,5,58,64,58,80,65,80,0.396414343,0.40438247,0.40438247,0.695219124,0.488047809,0.671314741,14.23636364,0.3,-0.6,0.2,0,0.4,0.379881657,0.437278107,0.332544379,0.70295858,0.463905325,0.556213018
Jack Roslovic,Smeargle,58.8,235,55,20,35,20,45,75,0.358565737,0.029880478,0.099601594,0.019920319,0.195219124,0.625498008,16.44675325,-1,-7.5,-1.3,-0.9,1.4,0.569230769,0.231360947,0.016568047,0.037869822,0.123668639,0.830769231
