Player,Pokémon,Sim_Score,#,HP,Attack,Defense,Special,Speed,HP_scale,Attack_scale,Defense_scale,Special_scale,Speed_scale,TOI_GP,xEVO_GAR,xEVD_GAR,xST_GAR,Pens_GAR,TOI_GP_scale,xEVO_GAR_scale,xEVD_GAR_scale,xST_GAR_scale,Pens_GAR_scale
Brett Seney,Goldeen,78,118,45,67,60,50,63,0.254966887,0.470198675,0.430463576,0.294701987,0.443708609,13.12857143,0.5,0.6,0,0,0.294674556,0.467455621,0.555621302,0.428994083,0.392307692
Brian Dumoulin,Poliwhirl,30.5,61,65,65,65,50,90,0.602649007,0.430463576,0.503311258,0.294701987,0.761589404,20.64146341,-2.4,1.2,-0.8,2.4,0.895857988,0.107100592,0.666272189,0.159171598,0.943786982
Brock Boeser,Drowzee,55.9,96,60,48,45,90,42,0.476821192,0.19205298,0.185430464,0.758278146,0.185430464,17.24189189,0.3,-5.9,1.4,-0.7,0.65443787,0.437278107,0.027810651,0.778106509,0.139053254
Brock McGinn,Hitmonchan,33.6,107,50,105,79,35,76,0.321192053,0.88410596,0.678807947,0.109271523,0.612582781,13.03333333,1.8,3.7,-2.2,2.5,0.286390533,0.601775148,0.901775148,0.047337278,0.947928994
Brock Nelson,Magmar,48.1,126,65,95,57,85,93,0.602649007,0.804635762,0.38410596,0.715231788,0.80794702,18.43536585,15.4,-3.9,1.7,1.7,0.740828402,0.975147929,0.075739645,0.820710059,0.873964497
Bryan Rust,Beedrill,68.1,15,65,80,40,45,75,0.602649007,0.602649007,0.132450331,0.221854305,0.59602649,17.9,0.5,-1.5,-2.2,0.6,0.713609467,0.467455621,0.210650888,0.047337278,0.638461538
Buddy Robinson,Goldeen,66.8,118,45,67,60,50,63,0.254966887,0.470198675,0.430463576,0.294701987,0.443708609,11.77777778,1.4,1,0,0,0.184615385,0.568047337,0.626627219,0.428994083,0.392307692
Byron Froese,Koffing,67.5,109,40,65,95,60,35,0.178807947,0.430463576,0.844370861,0.42384106,0.105960265,9.955555556,0.4,1.3,0.1,-0.3,0.062721893,0.452071006,0.686982249,0.526035503,0.253254438
Cal Clutterbuck,Gloom,63.3,44,60,65,70,85,40,0.476821192,0.430463576,0.586092715,0.715231788,0.152317881,12.2244898,1.6,0.7,1.2,-0.8,0.227218935,0.579881657,0.575147929,0.749112426,0.120118343
Cal Foote,Oddish,72.4,43,45,50,55,75,30,0.254966887,0.231788079,0.341059603,0.609271523,0.062913907,15.114,-0.3,-0.6,0.6,-1.7,0.456804734,0.326035503,0.332544379,0.662130178,0.019526627
Cale Fleury,Wartortle,78.9,8,59,63,80,65,58,0.42384106,0.377483444,0.715231788,0.490066225,0.38410596,13.30833333,0.1,0.7,0.1,0,0.306508876,0.408284024,0.575147929,0.526035503,0.392307692
Cale Makar,Mew,83.7,151,100,100,100,100,100,0.933774834,0.844370861,0.894039735,0.844370861,0.880794702,26.37833333,9.4,4.8,1.6,3.5,1,0.91183432,0.950295858,0.8,0.982248521
Caleb Jones,Slowbro,72.9,80,95,75,110,80,30,0.917218543,0.546357616,0.933774834,0.655629139,0.062913907,19.20547945,3.7,4.2,0.7,-0.8,0.798816568,0.732544379,0.921893491,0.682840237,0.120118343
Calen Addison,Weepinbell,71.2,70,65,90,50,85,55,0.602649007,0.754966887,0.264900662,0.715231788,0.337748344,16.11935484,2.9,-1.2,1.1,0.4,0.536094675,0.683431953,0.243195266,0.737278107,0.556213018
Calle Jarnkrok,Magmar,67.5,126,65,95,57,85,93,0.602649007,0.804635762,0.38410596,0.715231788,0.80794702,14.38219178,8.9,0.3,0.7,0.9,0.392899408,0.896449704,0.493491124,0.682840237,0.732544379
Calle Rosen,Primeape,68.8,57,65,105,60,60,95,0.602649007,0.88410596,0.430463576,0.42384106,0.82781457,15.6,10.4,-0.9,-0.1,0.7,0.49112426,0.931360947,0.279881657,0.336094675,0.681656805
Calvin De Haan,Omanyte,60.6,138,35,40,100,90,35,0.099337748,0.089403974,0.894039735,0.758278146,0.105960265,13.53396226,-0.9,2.7,0.7,-0.4,0.326627219,0.247337278,0.839053254,0.682840237,0.219526627
Cam Fowler,Beedrill,31.4,15,65,80,40,45,75,0.602649007,0.602649007,0.132450331,0.221854305,0.59602649,24.17317073,5.5,-2.4,-1.9,1.3,0.983431953,0.811242604,0.141420118,0.061538462,0.814792899
Cam York,Kangaskhan,66.8,115,105,95,80,40,90,0.947019868,0.804635762,0.715231788,0.165562914,0.761589404,19.6462963,2.2,2.5,-1.2,1.8,0.835502959,0.630177515,0.821301775,0.113609467,0.89112426
Carl Grundstrom,Krabby,72.1,98,30,105,90,25,50,0.052980132,0.88410596,0.804635762,0.039735099,0.284768212,10.75438596,5.7,1,-0.9,-0.4,0.117159763,0.820118343,0.626627219,0.144378698,0.219526627
Carson Meyer,Horsea,65.2,116,30,40,70,70,60,0.052980132,0.089403974,0.586092715,0.559602649,0.413907285,9.721428571,-0.8,0.6,0,0.5,0.05443787,0.258579882,0.555621302,0.428994083,0.595266272
Carson Soucy,Gloom,62.7,44,60,65,70,85,40,0.476821192,0.430463576,0.586092715,0.715231788,0.152317881,16.28974359,-0.3,2,2.3,-1.6,0.553846154,0.326035503,0.773964497,0.862721893,0.027810651
Carter Verhaeghe,Magmar,44.6,126,65,95,57,85,93,0.602649007,0.804635762,0.38410596,0.715231788,0.80794702,17.49753086,18.2,-5.1,2.4,1.7,0.680473373,0.98816568,0.050887574,0.866863905,0.873964497
Casey Cizikas,Squirtle,52.5,7,44,48,65,50,43,0.231788079,0.19205298,0.503311258,0.294701987,0.19205298,14.53580247,-4.6,0.8,-1.6,-0.1,0.404733728,0.022485207,0.593491124,0.078106509,0.340828402
Casey Fitzgerald,Poliwag,90.6,60,40,50,40,40,90,0.178807947,0.231788079,0.132450331,0.165562914,0.761589404,11.91481481,-1,-1.6,-0.9,0.7,0.196449704,0.231360947,0.201775148,0.144378698,0.681656805
Casey Mittelstadt,Ninetales,73,38,73,76,75,100,100,0.701986755,0.562913907,0.639072848,0.844370861,0.880794702,15.72804878,2.3,0.7,1.9,1.3,0.506508876,0.637869822,0.575147929,0.837278107,0.814792899
Chad Ruhwedel,Gloom,73.2,44,60,65,70,85,40,0.476821192,0.430463576,0.586092715,0.715231788,0.152317881,14.56808511,0.7,1.9,0.4,-0.4,0.408284024,0.490532544,0.762721893,0.626627219,0.219526627
Chandler Stephenson,Venomoth,79.8,49,70,65,60,90,90,0.678807947,0.430463576,0.430463576,0.758278146,0.761589404,19.01234568,-0.2,0.2,0.8,1.6,0.786982249,0.346745562,0.479289941,0.706508876,0.859171598
Charles Hudon,Goldeen,70.8,118,45,67,60,50,63,0.254966887,0.470198675,0.430463576,0.294701987,0.443708609,10.77777778,-0.3,0,0,0,0.120710059,0.326035503,0.441420118,0.428994083,0.392307692
Charlie Coyle,Primeape,78.8,57,65,105,60,60,95,0.602649007,0.88410596,0.430463576,0.42384106,0.82781457,16.96341463,4.7,-0.7,0.1,1.9,0.627218935,0.781065089,0.315976331,0.5,0.904142012
Charlie McAvoy,Exeggutor,88.1,103,95,95,85,125,55,0.917218543,0.804635762,0.768211921,0.970198675,0.337748344,22.30149254,6.5,1.8,2.4,-0.2,0.950295858,0.847337278,0.750295858,0.866863905,0.293491124
Chris Kreider,Exeggutor,63.3,103,95,95,85,125,55,0.917218543,0.804635762,0.768211921,0.970198675,0.337748344,18.41265823,13,2.9,2.3,-0.4,0.738461538,0.953254438,0.853254438,0.860946746,0.219526627
Chris Tanev,Articuno,76.7,144,90,85,100,125,85,0.864238411,0.715231788,0.894039735,0.970198675,0.698675497,20.12,2.6,7.5,1.6,0.9,0.86035503,0.66035503,0.985207101,0.8,0.732544379
Chris Tierney,Bulbasaur,76,1,45,49,49,65,45,0.254966887,0.205298013,0.231788079,0.490066225,0.225165563,10.86388889,-0.4,-0.5,0.1,-0.3,0.126627219,0.314201183,0.346153846,0.526035503,0.253254438
Chris Wideman,Drowzee,66,96,60,48,45,90,42,0.476821192,0.19205298,0.185430464,0.758278146,0.185430464,13.51086957,-1.1,-4.8,0.4,-1.4,0.324260355,0.21183432,0.058579882,0.626627219,0.046745562
Christian Dvorak,Beedrill,65.9,15,65,80,40,45,75,0.602649007,0.602649007,0.132450331,0.221854305,0.59602649,16.8609375,0.9,-3.7,-5.5,0.9,0.617751479,0.518343195,0.084023669,0.001183432,0.732544379
Christian Fischer,Hitmonchan,59,107,50,105,79,35,76,0.321192053,0.88410596,0.678807947,0.109271523,0.612582781,14.845,2.3,1.1,-1.2,0.1,0.434319527,0.637869822,0.644970414,0.113609467,0.437278107
Christian Wolanin,Growlithe,75.7,58,55,70,45,50,60,0.387417219,0.496688742,0.185430464,0.294701987,0.413907285,15.75625,0.7,-1.9,0,0.3,0.50887574,0.490532544,0.175739645,0.428994083,0.520710059
Claude Giroux,Dragonite,82,149,91,134,95,100,80,0.900662252,1,0.844370861,0.844370861,0.649006623,18.79634146,21.4,1.9,1.5,0.5,0.776331361,0.991715976,0.762721893,0.788757396,0.595266272
Clayton Keller,Victreebel,42.1,71,80,105,65,100,70,0.778145695,0.88410596,0.503311258,0.844370861,0.536423841,20.75,14.7,-2.6,2.4,0.8,0.899408284,0.971597633,0.128402367,0.866863905,0.707692308
Cody Ceci,Poliwhirl,13.2,61,65,65,65,50,90,0.602649007,0.430463576,0.503311258,0.294701987,0.761589404,20.135,-4.8,2.8,-1.5,0.7,0.862721893,0.018934911,0.846745562,0.086982249,0.681656805
Cody Glass,Tangela,76.2,114,65,55,115,100,60,0.602649007,0.28807947,0.953642384,0.844370861,0.413907285,14.76666667,-0.1,4.3,1.9,-0.1,0.429585799,0.371005917,0.924852071,0.844378698,0.340828402
Cole Caufield,Beedrill,43.1,15,65,80,40,45,75,0.602649007,0.602649007,0.132450331,0.221854305,0.59602649,18.05,9,-3.6,-2.1,1.4,0.719526627,0.899408284,0.089349112,0.053846154,0.830769231
Cole Guttman,Growlithe,83.1,58,55,70,45,50,60,0.387417219,0.496688742,0.185430464,0.294701987,0.413907285,14.55714286,1.3,-0.9,-0.3,0.3,0.407100592,0.559763314,0.279881657,0.264497041,0.520710059
Cole Koepke,Staryu,74.1,120,30,45,55,70,85,0.052980132,0.142384106,0.341059603,0.559602649,0.698675497,9.1,-0.9,-0.4,0,0.4,0.035502959,0.247337278,0.359763314,0.428994083,0.556213018
Cole McWard,Farfetch'd,100,83,52,65,55,58,60,0.357615894,0.430463576,0.341059603,0.397350993,0.413907285,14.22,0.2,-0.6,0,0.1,0.376331361,0.421893491,0.332544379,0.428994083,0.437278107
Cole Perfetti,Exeggcute,68.8,102,60,40,80,60,40,0.476821192,0.089403974,0.715231788,0.42384106,0.152317881,14.96862745,-1.1,2.4,0.4,-0.6,0.444970414,0.21183432,0.810650888,0.626627219,0.160946746
Cole Sillinger,Kakuna,67.8,14,45,25,50,25,35,0.254966887,0.033112583,0.264900662,0.039735099,0.105960265,13.309375,-6.3,-1.8,-0.3,-1.4,0.307692308,0.004733728,0.186390533,0.277514793,0.046745562
Cole Smith,Horsea,56.7,116,30,40,70,70,60,0.052980132,0.089403974,0.586092715,0.559602649,0.413907285,12.74202899,-3.7,2.2,0.7,0.3,0.265088757,0.04556213,0.79112426,0.682840237,0.520710059
Colin Blackwell,Kadabra,87,64,40,35,30,120,105,0.178807947,0.062913907,0.046357616,0.947019868,0.92384106,11.8,-2.9,-2.6,2,2.6,0.18816568,0.071597633,0.128402367,0.846745562,0.955029586
Colin Miller,Starmie,72.3,121,60,75,85,100,115,0.476821192,0.546357616,0.768211921,0.844370861,0.956953642,16.7721519,1.3,2.6,1.5,1.1,0.608284024,0.559763314,0.830177515,0.788757396,0.782840237
Colin White (C),Onix,66.8,95,35,45,160,30,70,0.099337748,0.142384106,0.993377483,0.069536424,0.536423841,9.635294118,-2,2.3,-0.7,0,0.050887574,0.129585799,0.800591716,0.183431953,0.392307692
Colton Parayko,Nidorina,0.9,30,70,62,67,55,56,0.678807947,0.367549669,0.543046358,0.367549669,0.374172185,23.00379747,-4.3,6.9,-1.1,0.6,0.960946746,0.027810651,0.981065089,0.120118343,0.638461538
Colton Sissons,Beedrill,50.6,15,65,80,40,45,75,0.602649007,0.602649007,0.132450331,0.221854305,0.59602649,15.82682927,3.3,-4.3,-3.9,1.7,0.515976331,0.715384615,0.068639053,0.01183432,0.873964497
Colton White,Pidgeotto,52.1,17,63,60,55,50,71,0.543046358,0.341059603,0.341059603,0.294701987,0.57615894,14.53043478,-4.7,0,-0.1,0.6,0.403550296,0.020710059,0.441420118,0.336094675,0.638461538
Connor Brown,Pidgeotto,83.5,17,63,60,55,50,71,0.543046358,0.341059603,0.341059603,0.294701987,0.57615894,16.775,-0.3,0,-0.3,0.2,0.609467456,0.326035503,0.441420118,0.264497041,0.480473373
Connor Clifton,Venomoth,77.1,49,70,65,60,90,90,0.678807947,0.430463576,0.430463576,0.758278146,0.761589404,17.87564103,0.6,-1.2,1,0.9,0.711242604,0.481656805,0.243195266,0.727218935,0.732544379
Connor Dewar,Horsea,58.5,116,30,40,70,70,60,0.052980132,0.089403974,0.586092715,0.559602649,0.413907285,10.9617284,-5.4,3.3,0.4,0.2,0.132544379,0.012426036,0.879289941,0.626627219,0.480473373
Connor MacKey,Growlithe,60.7,58,55,70,45,50,60,0.387417219,0.496688742,0.185430464,0.294701987,0.413907285,14.04666667,2.7,-4.5,-0.3,-0.5,0.360946746,0.671005917,0.063905325,0.264497041,0.18816568
Connor McDavid,Mewtwo,42.9,150,106,110,90,154,130,0.960264901,0.92384106,0.804635762,1,0.986754967,22.38536585,28.3,-0.3,12.1,6.3,0.955029586,1,0.378106509,0.998816568,1
Connor McMichael,Charmander,80,4,39,52,43,50,65,0.132450331,0.261589404,0.152317881,0.294701987,0.466887417,8.85,-0.6,-1.7,0,0.2,0.023668639,0.292307692,0.195266272,0.428994083,0.480473373
Connor Murphy,Kangaskhan,50.2,115,105,95,80,40,90,0.947019868,0.804635762,0.715231788,0.165562914,0.761589404,19.39,1,4.4,-1.5,1.3,0.818934911,0.527218935,0.928402367,0.086982249,0.814792899
Conor Garland,Scyther,58,123,70,110,80,55,105,0.678807947,0.92384106,0.715231788,0.367549669,0.92384106,15.11358025,4.5,1.6,-0.7,3.1,0.455621302,0.772189349,0.733727811,0.183431953,0.975739645
Conor Sheary,Beedrill,73.6,15,65,80,40,45,75,0.602649007,0.602649007,0.132450331,0.221854305,0.59602649,15.76585366,3,-2.4,-1.4,0.9,0.511242604,0.692307692,0.141420118,0.09704142,0.732544379
Conor Timmins,Wartortle,80.4,8,59,63,80,65,58,0.42384106,0.377483444,0.715231788,0.490066225,0.38410596,15.08888889,0.9,1.3,0.1,0.2,0.452071006,0.518343195,0.686982249,0.526035503,0.480473373
Corey Perry,Magneton,79.4,82,50,60,95,120,70,0.321192053,0.341059603,0.844370861,0.947019868,0.536423841,11.5617284,0.3,2.9,3.7,0.4,0.165680473,0.437278107,0.853254438,0.928402367,0.556213018
Corey Schueneman,Farfetch'd,79.4,83,52,65,55,58,60,0.357615894,0.430463576,0.341059603,0.397350993,0.413907285,14.7,-0.4,0.1,0,0.1,0.423668639,0.314201183,0.463313609,0.428994083,0.437278107
Craig Smith,Paras,61.8,46,35,70,55,55,25,0.099337748,0.496688742,0.341059603,0.367549669,0.033112583,10.9890625,3.6,-0.6,0,-0.4,0.134911243,0.727810651,0.332544379,0.428994083,0.219526627
Curtis Lazar,Squirtle,80,7,44,48,65,50,43,0.231788079,0.19205298,0.503311258,0.294701987,0.19205298,11.93061224,-1,0.1,-0.8,-0.2,0.2,0.231360947,0.463313609,0.159171598,0.293491124
Dakota Joshua,Ponyta,65,77,50,85,55,65,90,0.321192053,0.715231788,0.341059603,0.490066225,0.761589404,11.52151899,3.3,-0.9,0.8,0.7,0.160946746,0.715384615,0.279881657,0.701183432,0.681656805
Damon Severson,Dragonite,85.6,149,91,134,95,100,80,0.900662252,1,0.844370861,0.844370861,0.649006623,19.95555556,13.5,2.8,2.2,0.3,0.853254438,0.96035503,0.846745562,0.856213018,0.520710059
Daniel Sprong,Parasect,44.2,47,60,95,80,80,30,0.476821192,0.804635762,0.715231788,0.655629139,0.062913907,11.41818182,10.5,1.5,1.2,-0.2,0.15739645,0.933727811,0.718343195,0.749112426,0.293491124
Daniil Miromanov,Ivysaur,69.2,2,60,62,63,80,60,0.476821192,0.367549669,0.463576159,0.655629139,0.413907285,17.03571429,-0.2,-0.8,0.4,0.3,0.634319527,0.346745562,0.297633136,0.626627219,0.520710059
Dante Fabbro,Exeggcute,50.4,102,60,40,80,60,40,0.476821192,0.089403974,0.715231788,0.42384106,0.152317881,17.44810127,-3.8,4.8,-0.4,-1.6,0.674556213,0.040236686,0.950295858,0.238461538,0.027810651
Danton Heinen,Kabuto,77,140,30,80,90,45,55,0.052980132,0.602649007,0.804635762,0.221854305,0.337748344,10.75692308,1.2,1.2,-0.6,-0.4,0.119526627,0.54852071,0.666272189,0.204733728,0.219526627
Darnell Nurse,Rhyhorn,58.9,111,80,85,95,30,25,0.778145695,0.715231788,0.844370861,0.069536424,0.033112583,23.49512195,8.7,1.2,-2.6,-0.9,0.971597633,0.889940828,0.666272189,0.034911243,0.10295858
Darren Helm,Staryu,62.1,120,30,45,55,70,85,0.052980132,0.142384106,0.341059603,0.559602649,0.698675497,9.009090909,-0.2,-0.4,0.3,0.2,0.033136095,0.346745562,0.359763314,0.600591716,0.480473373
Darren Raddysh,Nidorina,77.1,30,70,62,67,55,56,0.678807947,0.367549669,0.543046358,0.367549669,0.374172185,16.48235294,0.6,0.9,-0.1,0.2,0.575147929,0.481656805,0.60887574,0.336094675,0.480473373
David Gust,Farfetch'd,97.9,83,52,65,55,58,60,0.357615894,0.430463576,0.341059603,0.397350993,0.413907285,14.2,0.4,-0.3,0,0,0.371597633,0.452071006,0.378106509,0.428994083,0.392307692
David Gustafsson,Tentacool,71.1,72,40,40,35,100,70,0.178807947,0.089403974,0.089403974,0.844370861,0.536423841,10.1,-2.7,-0.8,1.4,0.4,0.077514793,0.085798817,0.297633136,0.778106509,0.556213018
David Jiricek,Nidorina,85.2,30,70,62,67,55,56,0.678807947,0.367549669,0.543046358,0.367549669,0.374172185,18.075,-0.5,0,0,-0.1,0.724260355,0.303550296,0.441420118,0.428994083,0.340828402
David Kampf,Electrode,68.8,101,60,50,70,80,140,0.476821192,0.231788079,0.586092715,0.655629139,1,15.30731707,-3.4,1,0.7,1.3,0.473964497,0.059171598,0.626627219,0.682840237,0.814792899
David Krejci,Jynx,49.1,124,65,50,35,95,95,0.602649007,0.231788079,0.089403974,0.78807947,0.82781457,17.19571429,1.7,-5.2,2.8,0.9,0.64852071,0.59112426,0.047928994,0.89408284,0.732544379
David Pastrnak,Mewtwo,82.9,150,106,110,90,154,130,0.960264901,0.92384106,0.804635762,1,0.986754967,19.56097561,24.1,2.1,4.5,3,0.828402367,0.997633136,0.782248521,0.949704142,0.972781065
David Perron,Hitmonchan,60.7,107,50,105,79,35,76,0.321192053,0.88410596,0.678807947,0.109271523,0.612582781,16.91829268,9.4,0.9,-1.5,0.5,0.623668639,0.91183432,0.60887574,0.086982249,0.595266272
David Savard,Beedrill,44.6,15,65,80,40,45,75,0.602649007,0.602649007,0.132450331,0.221854305,0.59602649,22.38387097,2.8,-2.5,-4.7,0.6,0.953846154,0.678106509,0.132544379,0.003550296,0.638461538
Dawson Mercer,Machoke,77.7,67,80,100,70,50,45,0.778145695,0.844370861,0.586092715,0.294701987,0.225165563,16.56097561,8.1,0.8,-0.2,-0.3,0.585798817,0.872189349,0.593491124,0.280473373,0.253254438
Denis Gurianov,Meowth,71.5,52,40,45,35,40,90,0.178807947,0.142384106,0.089403974,0.165562914,0.761589404,13.19545455,-5.7,-2.2,-0.4,0.6,0.295857988,0.008284024,0.159763314,0.238461538,0.638461538
Denis Malgin,Hitmonchan,72.8,107,50,105,79,35,76,0.321192053,0.88410596,0.678807947,0.109271523,0.612582781,10.90153846,6.8,2.2,-0.8,0.6,0.130177515,0.85443787,0.79112426,0.159171598,0.638461538
Dennis Gilbert,Wartortle,54.3,8,59,63,80,65,58,0.42384106,0.377483444,0.715231788,0.490066225,0.38410596,11.73913043,1,1.5,0.1,0.5,0.182248521,0.527218935,0.718343195,0.526035503,0.595266272
Derek Forbort,Butterfree,57.5,12,60,45,50,80,70,0.476821192,0.142384106,0.264900662,0.655629139,0.536423841,17.71481481,-1.1,-0.2,2,0.2,0.699408284,0.21183432,0.398224852,0.846745562,0.480473373
Derek Grant,Nidoran (F),86.9,29,55,47,52,40,41,0.387417219,0.178807947,0.298013245,0.165562914,0.178807947,14.84565217,-0.8,-0.6,-0.8,-1,0.435502959,0.258579882,0.332544379,0.159171598,0.088757396
Derek Ryan,Graveler,66.3,75,55,95,115,45,35,0.387417219,0.804635762,0.953642384,0.221854305,0.105960265,11.16625,5.6,5.7,-0.1,-1.1,0.140828402,0.815976331,0.971597633,0.336094675,0.072781065
Derek Stepan,Kabuto,65.1,140,30,80,90,45,55,0.052980132,0.602649007,0.804635762,0.221854305,0.337748344,9.080821918,1.4,0.8,-0.6,0.3,0.034319527,0.568047337,0.593491124,0.204733728,0.520710059
Derick Brassard,Gloom,38.1,44,60,65,70,85,40,0.476821192,0.430463576,0.586092715,0.715231788,0.152317881,12.18064516,3.4,-0.2,2.8,-0.8,0.222485207,0.721301775,0.398224852,0.89408284,0.120118343
Derrick Pouliot,Porygon,74.9,137,65,60,70,75,40,0.602649007,0.341059603,0.586092715,0.609271523,0.152317881,16.95,0.5,1.1,0.1,-0.2,0.624852071,0.467455621,0.644970414,0.526035503,0.293491124
Devin Shore,Staryu,74,120,30,45,55,70,85,0.052980132,0.142384106,0.341059603,0.559602649,0.698675497,8.965957447,-2.1,-2.1,0,0.9,0.029585799,0.123076923,0.166863905,0.428994083,0.732544379
Devon Toews,Mew,75.3,151,100,100,100,100,100,0.933774834,0.844370861,0.894039735,0.844370861,0.880794702,25.10625,5.1,8.1,0.7,2.5,0.991715976,0.795857988,0.989940828,0.682840237,0.947928994
Dillon Dube,Jynx,51.2,124,65,50,35,95,95,0.602649007,0.231788079,0.089403974,0.78807947,0.82781457,15.16707317,1.2,-4.7,1.4,0.7,0.462721893,0.54852071,0.06035503,0.778106509,0.681656805
Dmitry Kulikov,Jigglypuff,74.1,39,115,45,20,25,20,0.966887417,0.142384106,0.01986755,0.039735099,0.016556291,19.47462687,-3.4,-2.2,-2.6,-1.2,0.823668639,0.059171598,0.159763314,0.034911243,0.061538462
Dmitry Orlov,Kangaskhan,90.2,115,105,95,80,40,90,0.947019868,0.804635762,0.715231788,0.165562914,0.761589404,22.54393939,8.5,1.1,-0.9,0.9,0.956213018,0.883431953,0.644970414,0.144378698,0.732544379
Dominik Kubalik,Raichu,62,26,60,90,55,90,100,0.476821192,0.754966887,0.341059603,0.758278146,0.880794702,14.91358025,0.8,-1.5,0.6,1.4,0.439053254,0.505325444,0.210650888,0.662130178,0.830769231
Dougie Hamilton,Exeggutor,47.1,103,95,95,85,125,55,0.917218543,0.804635762,0.768211921,0.970198675,0.337748344,21.75609756,13.1,0.6,7.1,-1.6,0.934911243,0.955029586,0.555621302,0.984023669,0.027810651
Drake Batherson,Butterfree,41.3,12,60,45,50,80,70,0.476821192,0.142384106,0.264900662,0.655629139,0.536423841,18.60609756,-4.2,-0.7,6.5,0.4,0.758579882,0.030177515,0.315976331,0.976331361,0.556213018
Drew Doughty,Zapdos,42.7,145,90,90,85,125,100,0.864238411,0.754966887,0.768211921,0.970198675,0.880794702,26.22222222,-0.1,3.7,3.1,2.1,0.998816568,0.371005917,0.901775148,0.905325444,0.925443787
Drew O'Connor,Goldeen,51.9,118,45,67,60,50,63,0.254966887,0.470198675,0.430463576,0.294701987,0.443708609,9.815217391,0.9,0.1,0.3,0,0.056804734,0.518343195,0.463313609,0.600591716,0.392307692
Dryden Hunt,Horsea,73.9,116,30,40,70,70,60,0.052980132,0.089403974,0.586092715,0.559602649,0.413907285,8.072972973,-1,1.2,0,0.2,0.014201183,0.231360947,0.666272189,0.428994083,0.480473373
Dylan Coghlan,Charmeleon,64.4,5,58,64,58,65,80,0.417218543,0.387417219,0.397350993,0.490066225,0.649006623,12.72352941,0.4,1,0.1,0.7,0.263905325,0.452071006,0.626627219,0.526035503,0.681656805
Dylan Cozens,Hitmonlee,50.4,106,50,120,53,35,87,0.321192053,0.953642384,0.304635762,0.109271523,0.721854305,16.4962963,15.2,-3.3,-3.5,1.8,0.578698225,0.973372781,0.1,0.014201183,0.89112426
Dylan Demelo,Exeggcute,27.1,102,60,40,80,60,40,0.476821192,0.089403974,0.715231788,0.42384106,0.152317881,19.56266667,-2.5,6.5,-0.5,0,0.829585799,0.099408284,0.978698225,0.220118343,0.392307692
Dylan Gambrell,Oddish,58.9,43,45,50,55,75,30,0.254966887,0.231788079,0.341059603,0.609271523,0.062913907,11.38833333,-2.6,-1,2.5,-1,0.155029586,0.092307692,0.266272189,0.873372781,0.088757396
Dylan Guenther,Drowzee,73.6,96,60,48,45,90,42,0.476821192,0.19205298,0.185430464,0.758278146,0.185430464,13.11212121,-2.7,-1.5,1.6,-0.7,0.292307692,0.085798817,0.210650888,0.808284024,0.139053254
Dylan Holloway,Staryu,90.3,120,30,45,55,70,85,0.052980132,0.142384106,0.341059603,0.559602649,0.698675497,9.58627451,-1.5,-0.7,0.2,0.5,0.04852071,0.170414201,0.315976331,0.573964497,0.595266272
Dylan Larkin,Tentacruel,76,73,80,70,65,120,100,0.778145695,0.496688742,0.503311258,0.947019868,0.880794702,19.555,3,0.3,7.4,1.5,0.827218935,0.692307692,0.493491124,0.986982249,0.84556213
Dylan McIlrath,Farfetch'd,77.5,83,52,65,55,58,60,0.357615894,0.430463576,0.341059603,0.397350993,0.413907285,11.68333333,0.3,-0.7,0,-0.1,0.177514793,0.437278107,0.315976331,0.428994083,0.340828402
Dylan Samberg,Seadra,70.6,117,55,65,95,95,85,0.387417219,0.430463576,0.844370861,0.78807947,0.698675497,14.92698413,2.4,4.6,1.8,0.7,0.440236686,0.646153846,0.940236686,0.826035503,0.681656805
Dylan Strome,Machoke,69.2,67,80,100,70,50,45,0.778145695,0.844370861,0.586092715,0.294701987,0.225165563,16.68765432,10.8,0.6,-0.3,-1.1,0.601183432,0.936094675,0.555621302,0.264497041,0.072781065
Dysin Mayo,Horsea,55.6,116,30,40,70,70,60,0.052980132,0.089403974,0.586092715,0.559602649,0.413907285,11.7,-1.4,1.2,-0.2,0.4,0.179881657,0.184023669,0.666272189,0.29704142,0.556213018
Eeli Tolvanen,Parasect,70.7,47,60,95,80,80,30,0.476821192,0.804635762,0.715231788,0.655629139,0.062913907,14.51639344,7.1,1.2,1.9,-0.5,0.401183432,0.859763314,0.666272189,0.837278107,0.18816568
Eetu Luostarinen,Sandslash,75.3,28,75,100,110,55,65,0.718543046,0.844370861,0.933774834,0.367549669,0.466887417,15.98536585,7.7,3.3,0,0.1,0.525443787,0.866272189,0.879289941,0.428994083,0.437278107
Egor Afanasyev,Staryu,76.5,120,30,45,55,70,85,0.052980132,0.142384106,0.341059603,0.559602649,0.698675497,10.84705882,-1.2,-0.1,0,0.5,0.125443787,0.198816568,0.418343195,0.428994083,0.595266272
Egor Zamula,Wartortle,68.5,8,59,63,80,65,58,0.42384106,0.377483444,0.715231788,0.490066225,0.38410596,13.38571429,-0.7,0.5,0,0.2,0.315976331,0.275739645,0.535502959,0.428994083,0.480473373
Elias Lindholm,Venomoth,52.9,49,70,65,60,90,90,0.678807947,0.430463576,0.430463576,0.758278146,0.761589404,18.65625,0.8,-2.3,5.2,0.9,0.764497041,0.505325444,0.15147929,0.963313609,0.732544379
