Player,Pokémon,Sim_Score,#,HP,Attack,Defense,Sp. Attack,Sp. Defense,Speed,HP_scale,Attack_scale,Defense_scale,Sp. Attack_scale,Sp. Defense_scale,Speed_scale,TOI_GP,xEVO_GAR,xEVD_GAR,xPPO_GAR,xSHD_GAR,Pens_GAR,TOI_GP_scale,xEVO_GAR_scale,xEVD_GAR_scale,xPPO_GAR_scale,xSHD_GAR_scale,Pens_GAR_scale
Derek Forbort,Noctowl,59,164,100,50,50,76,96,70,0.92159383,0.251928021,0.290488432,0.66066838,0.868894602,0.606683805,17.71481481,-1.1,-0.2,0,2,0.2,0.699408284,0.21183432,0.398224852,0.461538462,0.962721893,0.480473373
Derek Grant,Nidoranâ™€,86.2,29,55,47,52,40,40,41,0.359897172,0.209511568,0.326478149,0.185089974,0.145244216,0.224935733,14.84565217,-0.8,-0.6,-0.2,-0.6,-1,0.435502959,0.258579882,0.332544379,0.18816568,0.168047337,0.088757396
Derek Ryan,Graveler,59.9,75,55,95,115,45,45,35,0.359897172,0.807197943,0.933161954,0.254498715,0.20437018,0.14781491,11.16625,5.6,5.7,-0.1,0,-1.1,0.140828402,0.815976331,0.971597633,0.237869822,0.463905325,0.072781065
Derek Stepan,Kabuto,72.7,140,30,80,90,55,45,55,0.039845758,0.620822622,0.800771208,0.377892031,0.20437018,0.403598972,9.080821918,1.4,0.8,0,-0.6,0.3,0.034319527,0.568047337,0.593491124,0.461538462,0.168047337,0.520710059
Derick Brassard,Gloom,45.6,44,60,65,70,85,75,40,0.44344473,0.433161954,0.582262211,0.741645244,0.641388175,0.195372751,12.18064516,3.4,-0.2,2.6,0.2,-0.8,0.222485207,0.721301775,0.398224852,0.89112426,0.739053254,0.120118343
Derrick Pouliot,Porygon,72.7,137,65,60,70,85,75,40,0.551413882,0.356041131,0.582262211,0.741645244,0.641388175,0.195372751,16.95,0.5,1.1,0.1,0,-0.2,0.624852071,0.467455621,0.644970414,0.673372781,0.463905325,0.293491124
Devin Shore,Treecko,77.5,252,40,45,35,65,55,70,0.138817481,0.179948586,0.098971722,0.528277635,0.357326478,0.606683805,8.965957447,-2.1,-2.1,0,0,0.9,0.029585799,0.123076923,0.166863905,0.461538462,0.463905325,0.732544379
Devon Toews,Lugia,78.9,249,106,90,130,90,154,110,0.956298201,0.755784062,0.958868895,0.786632391,0.991002571,0.948586118,25.10625,5.1,8.1,0.3,0.4,2.5,0.991715976,0.795857988,0.989940828,0.717751479,0.795266272,0.947928994
Dillon Dube,Beedrill,56.9,15,65,80,40,45,80,75,0.551413882,0.620822622,0.152956298,0.254498715,0.710796915,0.656812339,15.16707317,1.2,-4.7,-1.1,2.5,0.7,0.462721893,0.54852071,0.06035503,0.049112426,0.981656805,0.681656805
Dmitry Kulikov,Jigglypuff,65.2,39,115,45,20,45,25,20,0.967866324,0.179948586,0.0218509,0.254498715,0.030848329,0.03470437,19.47462687,-3.4,-2.2,0,-2.6,-1.2,0.823668639,0.059171598,0.159763314,0.461538462,0.036686391,0.061538462
Dmitry Orlov,Vigoroth,49.9,288,80,80,80,55,55,90,0.764781491,0.620822622,0.705655527,0.377892031,0.357326478,0.80848329,22.54393939,8.5,1.1,0,-0.9,0.9,0.956213018,0.883431953,0.644970414,0.461538462,0.123668639,0.732544379
Dominik Kubalik,Grovyle,84.5,253,50,65,45,85,65,95,0.287917738,0.433161954,0.21722365,0.741645244,0.51285347,0.857326478,14.91358025,0.8,-1.5,0.6,0,1.4,0.439053254,0.505325444,0.210650888,0.75739645,0.463905325,0.830769231
Dougie Hamilton,Octillery,53.4,224,75,105,75,105,75,45,0.70437018,0.883033419,0.638817481,0.912596401,0.641388175,0.26092545,21.75609756,13.1,0.6,7.1,0,-1.6,0.934911243,0.955029586,0.555621302,0.989349112,0.463905325,0.027810651
Drake Batherson,Lunatone,51.7,337,70,55,65,95,85,70,0.633676093,0.304627249,0.516709512,0.831619537,0.777634961,0.606683805,18.60609756,-4.2,-0.7,6.4,0.1,0.4,0.758579882,0.030177515,0.315976331,0.982840237,0.678698225,0.556213018
Drew Doughty,Suicune,69.1,245,100,75,115,90,115,85,0.92159383,0.559125964,0.933161954,0.786632391,0.951156812,0.757069409,26.22222222,-0.1,3.7,2,1.1,2.1,0.998816568,0.371005917,0.901775148,0.869822485,0.889349112,0.925443787
Drew O'Connor,Sableye,52.7,302,50,75,75,65,65,50,0.287917738,0.559125964,0.638817481,0.528277635,0.51285347,0.33033419,9.815217391,0.9,0.1,0,0.3,0,0.056804734,0.518343195,0.463313609,0.461538462,0.771005917,0.392307692
Dryden Hunt,Squirtle,57.9,7,44,48,65,50,64,43,0.183804627,0.21722365,0.516709512,0.318766067,0.475578406,0.233933162,8.072972973,-1,1.2,0,0,0.2,0.014201183,0.231360947,0.666272189,0.461538462,0.463905325,0.480473373
Dylan Coghlan,Charmeleon,71.5,5,58,64,58,80,65,80,0.38688946,0.401028278,0.399742931,0.686375321,0.51285347,0.700514139,12.72352941,0.4,1,0.1,0,0.7,0.263905325,0.452071006,0.626627219,0.673372781,0.463905325,0.681656805
Dylan Cozens,Ninjask,53.8,291,61,90,45,50,50,160,0.498714653,0.755784062,0.21722365,0.318766067,0.277634961,0.997429306,16.4962963,15.2,-3.3,-0.1,-3.4,1.8,0.578698225,0.973372781,0.1,0.237869822,0.014792899,0.89112426
Dylan Demelo,Exeggcute,36.6,102,60,40,80,60,45,40,0.44344473,0.12596401,0.705655527,0.447300771,0.20437018,0.195372751,19.56266667,-2.5,6.5,0,-0.5,0,0.829585799,0.099408284,0.978698225,0.461538462,0.180473373,0.392307692
Dylan Gambrell,Drowzee,46,96,60,48,45,43,90,42,0.44344473,0.21722365,0.21722365,0.227506427,0.823907455,0.228791774,11.38833333,-2.6,-1,0,2.5,-1,0.155029586,0.092307692,0.266272189,0.461538462,0.981656805,0.088757396
Dylan Guenther,Oddish,64.7,43,45,50,55,75,65,30,0.210796915,0.251928021,0.359897172,0.643958869,0.51285347,0.096401028,13.11212121,-2.7,-1.5,1.6,0,-0.7,0.292307692,0.085798817,0.210650888,0.84260355,0.463905325,0.139053254
Dylan Holloway,Staryu,77,120,30,45,55,70,55,85,0.039845758,0.179948586,0.359897172,0.587403599,0.357326478,0.757069409,9.58627451,-1.5,-0.7,0.2,0,0.5,0.04852071,0.170414201,0.315976331,0.70295858,0.463905325,0.595266272
Dylan Larkin,Manectric,56.4,310,70,75,60,105,60,105,0.633676093,0.559125964,0.438303342,0.912596401,0.429305913,0.933161954,19.555,3,0.3,8,-0.6,1.5,0.827218935,0.692307692,0.493491124,0.991715976,0.168047337,0.84556213
Dylan McIlrath,Farfetch'd,79.4,83,52,65,55,58,62,60,0.334190231,0.433161954,0.359897172,0.406169666,0.46529563,0.466580977,11.68333333,0.3,-0.7,0,0,-0.1,0.177514793,0.437278107,0.315976331,0.461538462,0.463905325,0.340828402
Dylan Samberg,Claydol,80.8,344,60,70,105,70,120,75,0.44344473,0.492287918,0.906169666,0.587403599,0.960154242,0.656812339,14.92698413,2.4,4.6,0,1.8,0.7,0.440236686,0.646153846,0.940236686,0.461538462,0.952071006,0.681656805
Dylan Strome,Machoke,65.4,67,80,100,70,50,60,45,0.764781491,0.848329049,0.582262211,0.318766067,0.429305913,0.26092545,16.68765432,10.8,0.6,-0.3,0,-1.1,0.601183432,0.936094675,0.555621302,0.159763314,0.463905325,0.072781065
Dysin Mayo,Horsea,65.1,116,30,40,70,70,25,60,0.039845758,0.12596401,0.582262211,0.587403599,0.030848329,0.466580977,11.7,-1.4,1.2,0,-0.2,0.4,0.179881657,0.184023669,0.666272189,0.461538462,0.241420118,0.556213018
Eeli Tolvanen,Crawdaunt,68,342,63,120,85,90,55,55,0.505141388,0.935732648,0.759640103,0.786632391,0.357326478,0.403598972,14.51639344,7.1,1.2,2,-0.1,-0.5,0.401183432,0.859763314,0.666272189,0.869822485,0.271597633,0.18816568
Eetu Luostarinen,Crawdaunt,70.7,342,63,120,85,90,55,55,0.505141388,0.935732648,0.759640103,0.786632391,0.357326478,0.403598972,15.98536585,7.7,3.3,0.9,-0.9,0.1,0.525443787,0.866272189,0.879289941,0.79408284,0.123668639,0.437278107
Egor Afanasyev,Staryu,73.6,120,30,45,55,70,55,85,0.039845758,0.179948586,0.359897172,0.587403599,0.357326478,0.757069409,10.84705882,-1.2,-0.1,0,0,0.5,0.125443787,0.198816568,0.418343195,0.461538462,0.463905325,0.595266272
Egor Zamula,Spinda,83.6,327,60,60,60,60,60,60,0.44344473,0.356041131,0.438303342,0.447300771,0.429305913,0.466580977,13.38571429,-0.7,0.5,0,0,0.2,0.315976331,0.275739645,0.535502959,0.461538462,0.463905325,0.480473373
Elias Lindholm,Houndoom,59.7,229,75,90,50,110,80,95,0.70437018,0.755784062,0.290488432,0.935732648,0.710796915,0.857326478,18.65625,0.8,-2.3,4.4,0.8,0.9,0.764497041,0.505325444,0.15147929,0.956213018,0.859171598,0.732544379
Elias Pettersson,Slaking,38.5,289,150,160,100,95,65,100,0.98714653,0.997429306,0.87403599,0.831619537,0.51285347,0.903598972,20.555,13.5,3.9,0.3,-2.1,6.1,0.889940828,0.96035503,0.91183432,0.717751479,0.047928994,0.998816568
Elliot Desnoyers,Spinda,88.6,327,60,60,60,60,60,60,0.44344473,0.356041131,0.438303342,0.447300771,0.429305913,0.466580977,13.375,-0.5,-0.1,0,0,0.2,0.312426036,0.303550296,0.418343195,0.461538462,0.463905325,0.480473373
Elmer Soderblom,Mawile,72.2,303,50,85,85,55,55,50,0.287917738,0.708226221,0.759640103,0.377892031,0.357326478,0.33033419,12.07142857,2.9,1.4,-0.3,0,-0.1,0.207100592,0.683431953,0.701183432,0.159763314,0.463905325,0.340828402
Emil Bemstrom,Charmeleon,66.4,5,58,64,58,80,65,80,0.38688946,0.401028278,0.399742931,0.686375321,0.51285347,0.700514139,12.10909091,-1.1,0.4,0.7,0,1,0.21183432,0.21183432,0.513017751,0.771597633,0.463905325,0.761538462
Eric Robinson,Magby,76.4,240,45,75,37,70,55,83,0.210796915,0.559125964,0.124678663,0.587403599,0.357326478,0.730077121,13.94861111,1.6,-2.8,0,0,1.3,0.352662722,0.579881657,0.118343195,0.461538462,0.463905325,0.814792899
Eric Staal,Teddiursa,40.7,216,60,80,50,50,50,40,0.44344473,0.620822622,0.290488432,0.318766067,0.277634961,0.195372751,14.2375,6.1,-1.9,-0.1,0.1,-0.8,0.381065089,0.834319527,0.175739645,0.237869822,0.678698225,0.120118343
Erik Brannstrom,Cloyster,63.2,91,50,95,180,85,45,70,0.287917738,0.807197943,0.991002571,0.741645244,0.20437018,0.606683805,16.11351351,3.6,5.6,0.2,-0.9,1.1,0.534911243,0.727810651,0.968639053,0.70295858,0.123668639,0.782840237
Erik Cernak,Tangela,21.4,114,65,55,115,100,40,60,0.551413882,0.304627249,0.933161954,0.877892031,0.145244216,0.466580977,19.24428571,-3.5,3.8,0,-3.2,0.9,0.801183432,0.05443787,0.906508876,0.461538462,0.020710059,0.732544379
Erik Gudbranson,Jigglypuff,57.6,39,115,45,20,45,25,20,0.967866324,0.179948586,0.0218509,0.254498715,0.030848329,0.03470437,21.29857143,-7.9,-7.9,0,-0.3,-0.5,0.921893491,0.001183432,0.013017751,0.461538462,0.214792899,0.18816568
Erik Gustafsson (D),Tauros,77.1,128,75,100,95,40,70,110,0.70437018,0.848329049,0.834190231,0.185089974,0.580976864,0.948586118,19.77285714,6.9,3.2,-0.8,0.1,1.5,0.840236686,0.855621302,0.872189349,0.073964497,0.678698225,0.84556213
Erik Haula,Lileep,47.5,345,66,41,77,61,87,23,0.59125964,0.150385604,0.659383033,0.48714653,0.800771208,0.047557841,16.63125,-0.2,1.2,-0.6,0.9,-2,0.596449704,0.346745562,0.666272189,0.104142012,0.868639053,0.010650888
Erik Johnson,Chinchou,56.3,170,75,38,38,56,56,67,0.70437018,0.102827763,0.128534704,0.403598972,0.394601542,0.562982005,17.25396825,-4.5,-2.1,0,-2.4,0.3,0.655621302,0.023668639,0.166863905,0.461538462,0.03964497,0.520710059
Erik Karlsson,Houndoom,40.3,229,75,90,50,110,80,95,0.70437018,0.755784062,0.290488432,0.935732648,0.710796915,0.857326478,25.62439024,23.9,-5.7,5.2,0.8,2.4,0.995266272,0.995266272,0.034319527,0.970414201,0.859171598,0.943786982
Esa Lindell,Meganium,62.5,154,80,82,100,83,100,80,0.764781491,0.661953728,0.87403599,0.713367609,0.890745501,0.700514139,19.91707317,2.8,5.3,0,1.5,1.7,0.850887574,0.678106509,0.96035503,0.461538462,0.927218935,0.873964497
Ethan Bear,Vigoroth,50.5,288,80,80,80,55,55,90,0.764781491,0.620822622,0.705655527,0.377892031,0.357326478,0.80848329,18.52786885,0.3,4.6,0,-1.3,1.1,0.749112426,0.437278107,0.940236686,0.461538462,0.080473373,0.782840237
Evan Bouchard,Kingdra,88.8,230,75,95,95,95,95,85,0.70437018,0.807197943,0.834190231,0.831619537,0.856041131,0.757069409,18.51585366,6.2,3.5,3,0.4,0.7,0.747928994,0.838461538,0.892899408,0.90887574,0.795266272,0.681656805
Evan Rodrigues,Seadra,43.8,117,55,65,95,95,45,85,0.359897172,0.433161954,0.834190231,0.831619537,0.20437018,0.757069409,17.86231884,2.6,5.3,3.5,-1.2,0.8,0.710059172,0.66035503,0.96035503,0.926627219,0.088757396,0.707692308
Evander Kane,Grimer,68.9,88,80,80,50,40,50,25,0.764781491,0.620822622,0.290488432,0.185089974,0.277634961,0.059125964,18.70243902,1.7,-3.3,-0.7,0,-1,0.768047337,0.59112426,0.1,0.087573964,0.463905325,0.088757396
Evgeni Malkin,Cacturne,74.5,332,70,115,60,115,60,55,0.633676093,0.920308483,0.438303342,0.955012853,0.429305913,0.403598972,18.5804878,8.7,-1.3,4.2,0,0,0.756213018,0.889940828,0.228402367,0.949704142,0.463905325,0.392307692
Evgeny Dadonov,Weepinbell,82,70,65,90,50,85,45,55,0.551413882,0.755784062,0.290488432,0.741645244,0.20437018,0.403598972,14.72328767,3,-1.2,0.2,-1.2,0.1,0.426035503,0.692307692,0.243195266,0.70295858,0.088757396,0.437278107
Evgeny Kuznetsov,Chansey,42.5,113,250,5,5,35,105,50,0.997429306,0.002570694,0.002570694,0.116966581,0.916452442,0.33033419,18.06049383,-3.6,-7.2,-2.4,0.2,-2,0.723076923,0.050295858,0.018934911,0.008284024,0.739053254,0.010650888
Evgeny Svechnikov,Ekans,75.7,23,35,60,44,40,54,55,0.073264781,0.356041131,0.192802057,0.185089974,0.321336761,0.403598972,10.74745763,0.6,-0.7,-0.2,0,-0.1,0.115976331,0.481656805,0.315976331,0.18816568,0.463905325,0.340828402
Fabian Zetterlund,Skiploom,72.9,188,55,45,50,45,65,80,0.359897172,0.179948586,0.290488432,0.254498715,0.51285347,0.700514139,13.25671642,-3.3,-2.9,-0.4,0,0.6,0.30295858,0.063313609,0.115976331,0.138461538,0.463905325,0.638461538
Filip Chytil,Sneasel,74.1,215,55,95,55,35,75,115,0.359897172,0.807197943,0.359897172,0.116966581,0.641388175,0.962724936,14.68378378,5.8,-0.4,-0.6,0,1.2,0.421301775,0.823076923,0.359763314,0.104142012,0.463905325,0.798816568
Filip Forsberg,Sneasel,55.6,215,55,95,55,35,75,115,0.359897172,0.807197943,0.359897172,0.116966581,0.641388175,0.962724936,17.458,8,-0.5,-1.3,0,2,0.676923077,0.869822485,0.346153846,0.037869822,0.463905325,0.914792899
Filip Hronek,Milotic,86.3,350,95,60,79,100,125,81,0.88688946,0.356041131,0.673521851,0.877892031,0.967866324,0.72622108,21.6984375,-0.7,1.9,5.1,3,0.7,0.931360947,0.275739645,0.762721893,0.967455621,0.99408284,0.681656805
Filip Roos,Castform,85.9,351,70,70,70,70,70,70,0.633676093,0.492287918,0.582262211,0.587403599,0.580976864,0.606683805,16.22352941,1,1,0.1,0.1,0.5,0.54556213,0.527218935,0.626627219,0.673372781,0.678698225,0.595266272
Filip Zadina,Mawile,64.8,303,50,85,85,55,55,50,0.287917738,0.708226221,0.759640103,0.377892031,0.357326478,0.33033419,13.09666667,0.9,1.6,-0.3,0,0,0.29112426,0.518343195,0.733727811,0.159763314,0.463905325,0.392307692
Frank Vatrano,Loudred,55.8,294,84,71,43,71,43,48,0.802056555,0.5218509,0.186375321,0.614395887,0.177377892,0.287917738,16.67654321,0.2,-7.3,0.9,-1.3,0.1,0.598816568,0.421893491,0.017751479,0.79408284,0.080473373,0.437278107
Frederick Gaudreau,Yanma,54.1,193,65,65,45,75,45,95,0.551413882,0.433161954,0.21722365,0.643958869,0.20437018,0.857326478,16.04268293,-1.9,-1.4,2,-1.1,1.2,0.532544379,0.138461538,0.219526627,0.869822485,0.099408284,0.798816568
Fredrik Olofsson,Squirtle,58,7,44,48,65,50,64,43,0.183804627,0.21722365,0.516709512,0.318766067,0.475578406,0.233933162,10.20357143,-1,1.5,0,0,0.2,0.084023669,0.231360947,0.718343195,0.461538462,0.463905325,0.480473373
Gabriel Carlsson,Lombre,82.7,271,60,50,50,60,70,50,0.44344473,0.251928021,0.290488432,0.447300771,0.580976864,0.33033419,13.76666667,-0.8,-0.7,0,0,0.1,0.343195266,0.258579882,0.315976331,0.461538462,0.463905325,0.437278107
Gabriel Vilardi,Kabutops,50.1,141,60,115,105,65,70,80,0.44344473,0.920308483,0.906169666,0.528277635,0.580976864,0.700514139,15.6031746,8.7,4.4,1,0,3.7,0.492307692,0.889940828,0.928402367,0.806508876,0.463905325,0.984615385
Garnet Hathaway,Arbok,51.9,24,60,85,69,65,79,80,0.44344473,0.708226221,0.547557841,0.528277635,0.670951157,0.700514139,11.7952381,7.1,1.2,0,0.5,1.8,0.185798817,0.859763314,0.666272189,0.461538462,0.815384615,0.89112426
Gavin Bayreuther,Nuzleaf,72.3,274,70,70,40,60,40,60,0.633676093,0.492287918,0.152956298,0.447300771,0.145244216,0.466580977,15.94705882,0.1,-0.4,0,-0.5,0,0.521893491,0.408284024,0.359763314,0.461538462,0.180473373,0.392307692
Givani Smith,Bulbasaur,74.4,1,45,49,49,65,65,45,0.210796915,0.224935733,0.254498715,0.528277635,0.51285347,0.26092545,7.013888889,-1.4,-1,0,0,-0.6,0.003550296,0.184023669,0.266272189,0.461538462,0.463905325,0.160946746
Grigori Denisenko,Squirtle,72.4,7,44,48,65,50,64,43,0.183804627,0.21722365,0.516709512,0.318766067,0.475578406,0.233933162,9.888888889,-2.9,0.5,0,0,-0.1,0.06035503,0.071597633,0.535502959,0.461538462,0.463905325,0.340828402
Guillaume Brisebois,Kecleon,61.9,352,60,90,70,60,120,40,0.44344473,0.755784062,0.582262211,0.447300771,0.960154242,0.195372751,16.54117647,1,0,0,0.5,-0.4,0.581065089,0.527218935,0.441420118,0.461538462,0.815384615,0.219526627
Gustav Forsling,Hariyama,62.6,297,144,120,60,40,60,50,0.984575835,0.935732648,0.438303342,0.185089974,0.429305913,0.33033419,23.43536585,9.8,0.1,-0.1,-0.9,-0.4,0.970414201,0.921893491,0.463313609,0.237869822,0.123668639,0.219526627
Gustav Lindstrom,Bulbasaur,72,1,45,49,49,65,65,45,0.210796915,0.224935733,0.254498715,0.528277635,0.51285347,0.26092545,14.16944444,-1.4,-1.5,0,0,-1.1,0.366863905,0.184023669,0.210650888,0.461538462,0.463905325,0.072781065
Gustav Nyquist,Machop,95.2,66,70,80,50,35,35,35,0.633676093,0.620822622,0.290488432,0.116966581,0.104113111,0.14781491,17.61960784,2.2,-0.9,-1.1,-1.3,-0.5,0.692307692,0.630177515,0.279881657,0.049112426,0.080473373,0.18816568
Hampus Lindholm,Regirock,63.1,377,80,100,200,50,100,50,0.764781491,0.848329049,0.996143959,0.318766067,0.890745501,0.33033419,23.1825,7.6,5.5,-0.2,2,-0.8,0.964497041,0.865088757,0.966272189,0.18816568,0.962721893,0.120118343
Haydn Fleury,Voltorb,44.2,100,40,30,50,55,55,100,0.138817481,0.059125964,0.290488432,0.377892031,0.357326478,0.903598972,12.79310345,-3.7,1.3,0,-0.3,1.2,0.267455621,0.04556213,0.686982249,0.461538462,0.214792899,0.798816568
Henri Jokiharju,Phanpy,82,231,90,60,60,40,40,40,0.844473008,0.356041131,0.438303342,0.185089974,0.145244216,0.195372751,21.025,0.8,-0.6,-0.2,-0.7,-0.4,0.905325444,0.505325444,0.332544379,0.18816568,0.153254438,0.219526627
Henry Thrun,Delcatty,69.5,301,70,65,65,55,55,70,0.633676093,0.433161954,0.516709512,0.377892031,0.357326478,0.606683805,19.8625,0,0,0,0,0.3,0.849704142,0.390532544,0.441420118,0.461538462,0.463905325,0.520710059
Hudson Fasching,Breloom,57.1,286,60,130,80,60,60,70,0.44344473,0.966580977,0.705655527,0.447300771,0.429305913,0.606683805,12.48163265,5.5,1.1,-0.2,0,0.6,0.244970414,0.811242604,0.644970414,0.18816568,0.463905325,0.638461538
Hunter McKown,Chikorita,81.9,152,45,49,65,49,65,45,0.210796915,0.224935733,0.516709512,0.285347044,0.51285347,0.26092545,12.225,-0.9,-0.4,-0.2,0,-0.2,0.228402367,0.247337278,0.359763314,0.18816568,0.463905325,0.293491124
Ian Cole,Lileep,48.8,345,66,41,77,61,87,23,0.59125964,0.150385604,0.659383033,0.48714653,0.800771208,0.047557841,19.38717949,-1.6,8.3,0,1.6,-2.1,0.817159763,0.159763314,0.992899408,0.461538462,0.936686391,0.007100592
Ian Mitchell,Hoothoot,72,163,60,30,30,36,56,50,0.44344473,0.059125964,0.053984576,0.143958869,0.394601542,0.33033419,15.84,-0.7,-7.9,-0.4,0,0.1,0.517159763,0.275739645,0.013017751,0.138461538,0.463905325,0.437278107
Ilya Lyubushkin,Mareep,80.3,179,55,40,40,65,45,35,0.359897172,0.12596401,0.152956298,0.528277635,0.20437018,0.14781491,15.00882353,-2,-1.9,0,-2.7,-0.7,0.449704142,0.129585799,0.175739645,0.461538462,0.031952663,0.139053254
Ilya Mikheyev,Raichu,78.9,26,60,90,55,90,80,100,0.44344473,0.755784062,0.359897172,0.786632391,0.710796915,0.903598972,16.91304348,4.6,-0.4,0.1,0.1,2.1,0.622485207,0.776331361,0.359763314,0.673372781,0.678698225,0.925443787
Isaak Phillips,Pidgeotto,78.1,17,63,60,55,50,50,71,0.505141388,0.356041131,0.359897172,0.318766067,0.277634961,0.642673522,15.4625,0,-1.6,0,-0.1,0.5,0.482840237,0.390532544,0.201775148,0.461538462,0.271597633,0.595266272
Isac Lundestrom,Skiploom,76.8,188,55,45,50,45,65,80,0.359897172,0.179948586,0.290488432,0.254498715,0.51285347,0.700514139,14.33442623,-2.9,-0.9,-0.1,0.1,1.3,0.390532544,0.071597633,0.279881657,0.237869822,0.678698225,0.814792899
Ivan Barbashev,Beedrill,51.4,15,65,80,40,45,80,75,0.551413882,0.620822622,0.152956298,0.254498715,0.710796915,0.656812339,16.76219512,6.6,-4.5,-0.9,1.1,1.5,0.60591716,0.850295858,0.063905325,0.062721893,0.889349112,0.84556213
Ivan Provorov,Furret,35.8,162,85,76,64,45,55,90,0.809768638,0.584832905,0.48714653,0.254498715,0.357326478,0.80848329,23.02317073,-1,0.5,-0.6,-2,1.6,0.962130178,0.231360947,0.535502959,0.104142012,0.049704142,0.859171598
J.T. Compher,Exeggutor,29.1,103,95,95,85,125,65,55,0.88688946,0.807197943,0.759640103,0.973007712,0.51285347,0.403598972,20.5402439,4.9,3.8,1.4,-3.2,0.5,0.888757396,0.78816568,0.906508876,0.829585799,0.020710059,0.595266272
J.T. Miller,Wailord,63.9,321,170,90,45,90,45,60,0.992287918,0.755784062,0.21722365,0.786632391,0.20437018,0.466580977,20.67901235,3.3,-0.9,3,-2.6,0.7,0.898224852,0.715384615,0.279881657,0.90887574,0.036686391,0.681656805
Jaccob Slavin,Lugia,63,249,106,90,130,90,154,110,0.956298201,0.755784062,0.958868895,0.786632391,0.991002571,0.948586118,21.99736842,3.3,5.8,0,2.9,2.6,0.944378698,0.715384615,0.973964497,0.461538462,0.991715976,0.955029586
Jack Drury,Beldum,75.3,374,40,55,80,35,60,30,0.138817481,0.304627249,0.705655527,0.116966581,0.429305913,0.096401028,10.78421053,-0.9,3,-0.1,0,-0.4,0.121893491,0.247337278,0.860946746,0.237869822,0.463905325,0.219526627
Jack Eichel,Tauros,42.2,128,75,100,95,40,70,110,0.70437018,0.848329049,0.834190231,0.185089974,0.580976864,0.948586118,18.76716418,13.9,1.5,-2.6,-0.5,2.8,0.772781065,0.969230769,0.718343195,0.00591716,0.180473373,0.966272189
Jack Hughes,Salamence,80.3,373,95,135,80,110,80,100,0.88688946,0.985861183,0.705655527,0.935732648,0.710796915,0.903598972,19.96153846,13.8,0.5,2.5,0.1,4.8,0.85443787,0.967455621,0.535502959,0.885207101,0.678698225,0.99704142
Jack Johnson,Chinchou,54.2,170,75,38,38,56,56,67,0.70437018,0.102827763,0.128534704,0.403598972,0.394601542,0.562982005,19.14096386,-6.8,-1.6,0,-0.5,1.5,0.795266272,0.003550296,0.201775148,0.461538462,0.180473373,0.84556213
Jack McBain,Snubbull,86.7,209,60,80,50,40,40,30,0.44344473,0.620822622,0.290488432,0.185089974,0.145244216,0.096401028,13.98170732,1.7,-1.8,-0.2,-0.7,-1.9,0.355029586,0.59112426,0.186390533,0.18816568,0.153254438,0.015384615
Jack Quinn,Swellow,56.8,277,60,85,60,50,50,125,0.44344473,0.708226221,0.438303342,0.318766067,0.277634961,0.976863753,13.84666667,5.9,0.7,-1.6,-0.4,2,0.347928994,0.827810651,0.575147929,0.026627219,0.192899408,0.914792899
Jack Rathbone,Charmeleon,85.3,5,58,64,58,80,65,80,0.38688946,0.401028278,0.399742931,0.686375321,0.51285347,0.700514139,14.23636364,0.3,-0.6,0.2,0,0.4,0.379881657,0.437278107,0.332544379,0.70295858,0.463905325,0.556213018
Jack Roslovic,Smeargle,58.2,235,55,20,35,20,45,75,0.359897172,0.023136247,0.098971722,0.019280206,0.20437018,0.656812339,16.44675325,-1,-7.5,-1.3,-0.9,1.4,0.569230769,0.231360947,0.016568047,0.037869822,0.123668639,0.830769231
Jack Studnicka,Ledyba,65.2,165,40,20,30,40,80,55,0.138817481,0.023136247,0.053984576,0.185089974,0.710796915,0.403598972,10.59375,-2.9,-3,0,0.5,-0.1,0.111242604,0.071597633,0.113017751,0.461538462,0.815384615,0.340828402
Jacob Bernard-Docker,Seel,66.7,86,65,45,55,45,70,45,0.551413882,0.179948586,0.359897172,0.254498715,0.580976864,0.26092545,16.01578947,-2.5,0.5,0,0.1,-0.2,0.530177515,0.099408284,0.535502959,0.461538462,0.678698225,0.293491124
Jacob Bryson,Medicham,67.5,308,60,60,75,60,75,80,0.44344473,0.356041131,0.638817481,0.447300771,0.641388175,0.700514139,14.59491525,-2.1,0.9,0,0,0.8,0.410650888,0.123076923,0.60887574,0.461538462,0.463905325,0.707692308
Jacob Larsson,Sableye,69,302,50,75,75,65,65,50,0.287917738,0.559125964,0.638817481,0.528277635,0.51285347,0.33033419,11.97142857,0.5,0,0,0,-0.5,0.201183432,0.467455621,0.441420118,0.461538462,0.463905325,0.18816568
Jacob Lucchini,Wartortle,68.5,8,59,63,80,65,80,58,0.390745501,0.392030848,0.705655527,0.528277635,0.710796915,0.435732648,11.67272727,-0.7,1.4,0.1,0.1,0,0.175147929,0.275739645,0.701183432,0.673372781,0.678698225,0.392307692
Jacob MacDonald,Pelipper,68.9,279,60,50,100,85,70,65,0.44344473,0.251928021,0.87403599,0.741645244,0.580976864,0.529562982,12.03965517,-0.4,2.6,0.1,0.1,0.5,0.202366864,0.314201183,0.830177515,0.673372781,0.678698225,0.595266272
Jacob Middleton,Tangela,28.6,114,65,55,115,100,40,60,0.551413882,0.304627249,0.933161954,0.877892031,0.145244216,0.466580977,19.03544304,-5,2.1,0.1,-0.2,1.2,0.790532544,0.015384615,0.782248521,0.673372781,0.241420118,0.798816568
